38,2007,0,0,2735,2555,25000,5,1,0,0,0,1,0,0,-4,593,3,1,16,4,0,0,1,0,0,0,1,0,0,0,0,-4,0,0,0,1981,11,-3,26,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,13,15,0,1,1,116,0,0,0,0,0,0,0,1,1,1,1,-2,7,80,-4,130,-4,120,-4,7,25,0,0,4,5,1,0,-4,1,2,1,0,2,2,1,0,5,2,1,0,1,4,5,0,0,0,-4,0,16,16,16,16,16
38,2009,0,0,2195,2190,50000,4,1,0,0,0,1,0,0,-4,734,3,1,16,1,0,0,0,1,0,0,1,0,0,0,0,0,-4,0,0,1981,11,-3,28,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,15,17,0,1,1,116,0,0,0,0,0,0,0,1,1,1,1,-2,7,80,-4,130,-4,120,-4,80,50,0,0,4,5,1,0,-4,1,2,1,0,2,2,1,0,5,2,1,0,1,1,2,0,0,0,-4,0,16,16,16,16,16
38,2010,0,0,2344,2190,45000,5,1,0,0,0,1,0,0,-4,771,3,1,16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-4,0,1981,11,-3,29,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,16,18,0,1,1,116,0,0,0,0,0,0,0,1,1,1,1,-2,7,80,-4,130,-4,120,-4,130,45,0,0,4,5,1,0,-4,1,2,1,0,2,2,1,0,5,2,1,0,1,2,2,0,0,0,-4,0,16,16,16,16,16
38,2011,0,0,2426,1825,55000,4,1,0,0,0,1,0,0,-4,514,3,1,16,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-4,1981,11,-3,30,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,17,19,0,1,1,116,0,0,0,0,0,0,0,1,1,1,1,-2,7,80,-4,130,-4,120,-4,120,55,0,0,4,5,1,0,-4,1,2,1,0,2,2,1,0,5,2,1,0,1,5,2,0,0,0,-4,0,16,16,16,16,16
56,2007,0,0,907,2920,5200,6,1,0,0,0,1,0,0,400,557,3,1,17,1,0,0,1,0,0,0,1,0,0,0,0,400,0,0,0,1982,16,18,25,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,13,14,0,1,1,116,0,0,0,0,0,0,0,1,1,1,1,50,-4,290,-4,-2,7,300,-4,50,5,0,0,2,3,0,0,-4,4,3,1,0,2,3,1,0,1,3,1,0,0,2,3,0,0,0,-4,0,18,18,18,18,18
56,2009,0,0,1600,2920,75300,5,1,1,1,1,1,0,0,400,855,3,1,17,1,0,0,0,1,0,0,1,0,0,0,0,0,400,0,0,1982,16,18,27,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,15,16,0,1,1,116,0,0,0,0,0,0,0,1,1,1,1,50,-4,290,-4,-2,7,300,-4,290,75,0,0,2,3,0,0,-4,4,3,1,0,2,3,1,0,1,3,1,0,1,4,3,0,0,0,-4,0,18,18,18,18,18
56,2010,0,0,2284,2555,75300,6,1,1,1,1,1,0,0,400,837,3,1,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,400,0,1982,16,18,28,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,16,17,0,1,1,116,0,0,0,0,0,0,0,1,1,1,1,50,-4,290,-4,-2,7,300,-4,7,75,0,0,2,3,0,0,-4,4,3,1,0,2,3,1,0,1,3,1,0,1,2,3,0,0,0,-4,0,18,18,18,18,18
56,2011,0,0,1978,2920,81250,5,1,1,1,1,1,1,0,400,696,3,1,17,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,1982,16,18,29,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,17,18,1,1,1,116,0,0,0,0,0,0,0,1,1,1,1,50,-4,290,-4,-2,7,300,-4,300,81,0,0,2,3,0,0,-4,4,3,1,0,2,3,1,0,1,3,1,0,1,1,3,0,0,0,-4,0,18,18,18,18,18
110,2007,0,0,135,2190,20000,5,1,0,0,0,0,0,0,500,550,3,1,17,0,0,0,1,0,0,0,1,0,0,0,0,500,0,0,0,1984,12,12,23,-4,-4,-4,-4,1997,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,10,12,0,0,0,101,1,1,0,0,0,0,0,0,1,1,1,-4,-4,100,-4,-2,6,150,-4,0,20,0,0,1,1,1,0,-4,1,1,1,0,1,2,1,0,1,1,1,0,1,1,1,0,0,0,-4,0,17,18,18,18,17
110,2009,0,0,2160,2555,45000,5,1,0,0,0,0,0,0,500,1922,3,1,17,1,0,0,0,1,0,0,1,0,0,0,0,0,500,0,0,1984,12,12,25,-4,-4,-4,-4,1997,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,12,14,0,0,0,101,1,1,0,0,0,0,0,0,1,1,1,-4,-4,100,-4,-2,6,150,-4,100,45,0,0,1,1,1,0,-4,1,1,1,0,1,2,1,0,1,1,1,0,1,1,1,0,0,0,-4,0,17,18,18,18,18
110,2010,0,0,2080,2920,54000,6,1,0,0,0,0,0,0,500,202,3,1,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,500,0,1984,12,12,26,-4,-4,-4,-4,1997,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,13,15,0,0,0,101,1,1,0,0,0,0,0,0,1,1,1,-4,-4,100,-4,-2,6,150,-4,6,54,0,0,1,1,1,0,-4,1,1,1,0,1,2,1,0,1,1,1,0,1,1,2,0,0,0,-4,0,17,18,18,18,18
110,2011,0,0,2158,3285,57000,5,1,1,0,1,0,0,0,500,1971,3,1,17,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,500,1984,12,12,27,-4,-4,-4,-4,1997,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,14,16,0,0,0,101,1,1,0,0,0,0,0,0,1,1,1,-4,-4,100,-4,-2,6,150,-4,150,57,0,0,1,1,1,0,-4,1,1,1,0,1,2,1,0,1,1,1,0,1,1,1,0,0,0,-4,0,17,18,18,18,18
137,2007,0,0,2080,2555,45000,3,1,1,1,1,1,2,0,-4,723,2,2,18,1,0,0,1,0,0,0,0,1,0,0,0,-4,0,0,0,1980,-4,12,27,-4,1991,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,16,16,1,0,0,101,1,1,0,0,0,0,0,1,1,1,1,100,-4,150,-4,200,-4,-2,7,100,45,0,0,3,3,1,0,-4,2,2,1,0,1,1,1,0,1,2,1,0,1,3,3,0,0,0,-4,0,11,11,11,11,11
137,2009,0,0,1990,2190,20000,1,1,1,1,1,1,2,0,-4,599,2,2,18,150,0,0,0,1,0,0,0,1,0,0,0,0,-4,0,0,1980,-4,12,29,-4,1991,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,18,18,1,0,0,101,1,1,0,0,0,0,0,1,1,1,1,100,-4,150,-4,200,-4,-2,7,150,20,0,0,3,3,1,0,-4,2,2,1,0,1,1,1,0,1,2,1,0,1,2,2,0,0,0,-4,0,11,11,11,11,11
137,2010,0,0,1865,2190,22000,3,1,1,1,1,1,2,0,-4,583,2,2,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-4,0,1980,-4,12,30,-4,1991,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,19,19,1,0,0,101,1,1,0,0,0,0,0,1,1,1,1,100,-4,150,-4,200,-4,-2,7,200,22,0,0,3,3,1,0,-4,2,2,1,0,1,1,1,0,1,2,1,0,1,1,1,0,0,0,-4,0,11,11,11,11,11
137,2011,0,0,2120,1460,15000,1,1,1,1,1,1,3,0,-4,494,2,2,18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-4,1980,-4,12,31,-4,1991,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,20,20,1,0,0,101,1,1,0,0,0,0,0,1,1,1,1,100,-4,150,-4,200,-4,-2,7,7,15,0,0,3,3,1,0,-4,2,2,1,0,1,1,1,0,1,2,1,0,1,1,2,0,0,0,-4,0,11,11,11,11,11
153,2007,0,0,0,3650,0,3,1,0,0,0,1,3,0,600,61,3,1,15,1,0,0,1,0,0,0,1,0,0,0,0,600,0,0,0,1980,13,10,27,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,13,16,1,1,1,103,0,0,0,1,0,0,0,1,1,1,1,-2,6,50,-4,-2,6,20,-4,6,0,0,1,1,3,1,0,-4,1,4,1,1,4,1,1,1,1,1,1,-4,1,1,3,0,0,0,-4,1,12,12,12,12,12
153,2009,0,0,0,2920,0,2,1,0,0,0,1,4,0,600,32,3,1,15,1,0,0,0,1,0,0,1,0,0,0,0,0,600,0,0,1980,13,10,29,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,15,18,1,1,1,103,0,0,0,1,0,0,0,1,1,1,1,-2,6,50,-4,-2,6,20,-4,50,0,0,1,1,3,1,0,-4,1,4,1,1,4,1,1,1,1,1,1,-4,1,1,4,0,0,0,-4,1,12,12,12,12,12
153,2010,0,0,0,2920,0,3,1,0,0,0,1,4,0,600,72,3,1,15,1,0,0,0,0,1,0,1,0,0,0,0,0,0,600,0,1980,13,10,30,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,16,19,1,1,1,103,0,0,0,1,0,0,0,1,1,1,1,-2,6,50,-4,-2,6,20,-4,6,0,0,1,1,3,1,0,-4,1,4,1,1,4,1,1,1,1,1,1,-4,1,4,1,1,0,0,-4,1,12,12,12,12,12
153,2011,0,0,0,2920,0,2,1,0,0,0,1,4,0,600,61,3,1,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,600,1980,13,10,31,-4,1994,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,17,20,1,1,1,103,0,0,0,1,0,0,0,1,1,1,1,-2,6,50,-4,-2,6,20,-4,20,0,0,1,1,3,1,0,-4,1,4,1,1,4,1,1,1,1,1,1,-4,1,1,1,1,0,0,-4,1,12,12,12,12,12
